cluster,pcis_rank,road_name,highway_type,lat_center,lon_center,violation_count,unique_vehicles,peak_ratio,dominant_hour,dominant_day,dominant_type,road_capacity_factor,violation_freq,speed_degradation,peak_hour_weight,PCIS,PCIS_score,severity_tier,spread_m
91,126,Padmabhushan Dr RK Srikantan Road,secondary,12.987638203785488,77.57450524574132,317,303,0.2902208201892745,22,Tuesday,['NO PARKING'],0.7,0.49228807937258307,0.3281,1.2902,0.145875,19.53,MEDIUM,203.92936961611125
124,127,MBT Road,residential,12.996217117208216,77.66851638457334,610,558,0.340983606557377,4,Wednesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.35,0.5697059644804163,0.5431,1.341,0.14522,19.44,MEDIUM,97.68191539875174
159,128,12th Cross Road,secondary,13.008784367065868,77.54305530598802,167,152,0.1796407185628742,22,Friday,['NO PARKING'],0.67,0.4166434703755211,0.4334,1.1796,0.142713,19.11,MEDIUM,79.80328273946014
429,129,Dr BR Ambedkar Road,secondary,12.958567632941175,77.66820463176471,85,84,0.2235294117647059,22,Sunday,['WRONG PARKING'],0.7,0.3372610975113888,0.492,1.2235,0.142113,19.02,MEDIUM,50.27832261389086
171,130,9th Cross Road,primary,12.920084062068966,77.61042942758621,29,28,0.5172413793103449,8,Wednesday,['WRONG PARKING'],0.85,0.21241125236016914,0.5176,1.5172,0.141786,18.98,MEDIUM,32.089865695185594
116,131,Old Mysore Road,primary,12.982431380886991,77.56302280556379,82,80,0.0975609756097561,6,Friday,['NO PARKING'],0.85,0.3330518159131485,0.4521,1.0976,0.140478,18.81,MEDIUM,67.93091037578245
69,131,Old Madras Road,primary,12.978529013207549,77.6288092235849,106,99,0.0471698113207547,0,Wednesday,"['WRONG PARKING', 'DEFECTIVE NUMBER PLATE']",0.82,0.3631618603902455,0.4505,1.0472,0.140488,18.81,MEDIUM,73.88522538412325
32,133,Sarjapura Main Road,primary,12.906828103067411,77.69668011637103,92,90,0.0869565217391304,2,Wednesday,['WRONG PARKING'],0.85,0.3465378154129112,0.4361,1.087,0.139632,18.69,MEDIUM,77.72564861898279
844,134,Road Number 1,tertiary,12.8509053,77.65745645744681,47,44,0.3404255319148936,6,Wednesday,['WRONG PARKING'],0.55,0.2681297018599353,0.697,1.3404,0.137776,18.44,MEDIUM,24.92751450234379
552,135,Thigalarapalya Main Road,primary,13.014132605454543,77.49213012181818,55,53,0.4909090909090909,7,Thursday,['WRONG PARKING'],0.82,0.2864041072790881,0.3926,1.4909,0.137465,18.4,MEDIUM,73.28876487822218
187,136,Subedar Chatram Road,secondary,12.990337500471698,77.57244277594339,212,191,0.160377358490566,5,Tuesday,['NO PARKING'],0.7,0.4447784841089097,0.3803,1.1604,0.137397,18.39,MEDIUM,115.46462201318916
49,137,Hosur Road,primary,12.91151991627907,77.62610326046511,43,41,0.3488372093023256,2,Wednesday,['NO PARKING'],0.79,0.2578145921181614,0.4982,1.3488,0.136863,18.32,MEDIUM,38.5780562216546
209,138,16th B Cross Road,secondary,13.099036395945946,77.5770633135135,74,68,0.1486486486486486,0,Monday,['NO PARKING'],0.76,0.321036581387875,0.4796,1.1486,0.134405,17.99,MEDIUM,51.55377146427789
214,139,Magadi Main Road,primary,12.990121949789598,77.5035911,62,62,0.3387096774193548,5,Friday,['NO PARKING'],0.85,0.3003671656807459,0.3922,1.3387,0.134049,17.95,MEDIUM,86.52653457869931
26,140,14th Main Road,primary,12.916489504347826,77.63823788913044,46,46,0.3260869565217391,23,Saturday,['NO PARKING'],0.87,0.2656338417341957,0.437,1.3261,0.133925,17.93,MEDIUM,57.082883123322176
265,141,Dr Vishnuvardhan Main Road,primary,12.90593168974359,77.54233981025641,39,39,0.5128205128205128,7,Thursday,['WRONG PARKING'],0.85,0.24651566779120823,0.4217,1.5128,0.133675,17.9,MEDIUM,54.85418581930785
86,142,Kasturba Road,residential,12.967982784397163,77.58855127588652,141,135,0.2695035460992908,21,Thursday,['NO PARKING'],0.35,0.3967110102762127,0.74,1.2695,0.130439,17.46,MEDIUM,31.50821951018171
332,143,BTS Main Road,primary,12.95461014680851,77.59314682340425,47,47,0.0,4,Wednesday,['NO PARKING'],0.85,0.2681297018599353,0.5684,1.0,0.129544,17.34,MEDIUM,36.02136257322676
181,144,Hosur Road,primary,12.92023920264393,77.62087000234595,36,36,0.5555555555555556,18,Thursday,['NO PARKING'],0.85,0.23727340679361728,0.4112,1.5556,0.129009,17.27,MEDIUM,56.49306554531527
504,145,Abbigere Main Road,primary,13.055094394117647,77.53463920588236,17,17,0.3529411764705882,5,Wednesday,['WRONG PARKING'],0.85,0.15185339716516016,0.7347,1.3529,0.128298,17.18,MEDIUM,16.479997681427033
162,146,2nd Main Road,primary,12.971833455208332,77.54687627916667,96,92,0.0520833333333333,22,Friday,['NO PARKING'],0.85,0.3515300889270682,0.4054,1.0521,0.127445,17.06,MEDIUM,96.19287125767478
133,147,Hesaraghatta Main Road,primary,13.05488329736842,77.5076366736842,38,37,0.3157894736842105,5,Thursday,['NO PARKING'],0.85,0.24351426755121156,0.4667,1.3158,0.127107,17.02,MEDIUM,43.49286820509186
23,147,Walton Road,residential,12.97136585669456,77.5975083207113,478,448,0.0899581589958159,2,Friday,['NO PARKING'],0.35,0.5408515747537813,0.6163,1.09,0.127164,17.02,MEDIUM,79.54686114017423
247,149,5th Cross Road,secondary,13.035112243165468,77.62465430071943,139,112,0.3741007194244604,21,Saturday,['NO PARKING'],0.7,0.39502943630679394,0.3335,1.3741,0.126719,16.96,MEDIUM,127.94998430634811
29,150,30th Cross Road,secondary,12.927393358064515,77.58582362293907,279,273,0.057347670250896,3,Sunday,['NO PARKING'],0.67,0.47720132557053,0.3727,1.0573,0.125989,16.87,MEDIUM,129.63952639652717
519,151,HAL Airport Road,primary,12.956352535803706,77.73210207347724,45,45,0.2,3,Friday,"['PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'WRONG PARKING']",0.85,0.26308430310306025,0.4678,1.2,0.125532,16.81,MEDIUM,47.12306521098558
514,152,Hosur Road,primary,12.897767609302324,77.63449069534883,43,40,0.4418604651162791,5,Thursday,['WRONG PARKING'],0.85,0.2578145921181614,0.3953,1.4419,0.124907,16.72,MEDIUM,70.00434649412024
150,152,Andhrahalli Main Road,primary,12.99945638275862,77.48876152068966,29,29,0.2758620689655172,5,Friday,['WRONG PARKING'],0.85,0.21241125236016914,0.5421,1.2759,0.12488,16.72,MEDIUM,30.079405093199533
127,154,3rd Main Road,primary,13.00681425,77.57881215,38,35,0.2368421052631578,3,Friday,['NO PARKING'],0.85,0.24351426755121156,0.4874,1.2368,0.124775,16.7,MEDIUM,40.325614527600045
10,155,27th Main Road,primary,12.917066711842104,77.65173534210525,76,76,0.1973684210526315,1,Monday,['NO PARKING'],0.85,0.3241564713700111,0.3773,1.1974,0.12448,16.66,MEDIUM,113.28903748172586
309,156,Magadi Main Road,primary,12.989132220454549,77.50787021818182,44,44,0.0909090909090909,23,Sunday,['NO PARKING'],0.85,0.26047872619286605,0.5139,1.0909,0.124124,16.62,MEDIUM,39.9450143308619
390,157,MN Krishnarao Road,residential,12.98669929130435,77.69011605652173,23,23,1.0,19,Wednesday,['WRONG PARKING'],0.59,0.18595781259619928,0.5641,2.0,0.123781,16.57,MEDIUM,21.02651434880024
109,158,Amrutha College Road,tertiary,12.8998466765909,77.67547820969543,273,268,0.3333333333333333,5,Monday,['NO PARKING'],0.55,0.47463337728377236,0.3548,1.3333,0.12349,16.53,MEDIUM,113.0326729858725
357,159,80 Feet Ring Road,trunk,13.00288318235294,77.55331891764706,34,34,0.0588235294117647,23,Saturday,['WRONG PARKING'],0.95,0.23068565777932185,0.5317,1.0588,0.123374,16.52,MEDIUM,37.59177807984688
680,160,Outer Ring Road,trunk,13.04735495625,77.5714268625,32,25,0.65625,21,Friday,['WRONG PARKING'],0.85,0.2237101766871223,0.3913,1.6562,0.123233,16.5,MEDIUM,62.722900794253206
503,161,Outer Ring Road,trunk,12.924237266246845,77.67319655180724,44,44,0.1136363636363636,6,Friday,['WRONG PARKING'],0.95,0.26047872619286605,0.4441,1.1136,0.122379,16.38,MEDIUM,65.79269417561717
368,162,27th Main Road,primary,12.922915036206897,77.65152354655173,58,56,0.1034482758620689,5,Monday,['NO PARKING'],0.85,0.2925906749388059,0.4411,1.1034,0.121046,16.2,MEDIUM,60.142796849613696
93,163,1st Cross Road,secondary,12.961097343010753,77.58694609569892,93,75,0.4086021505376344,4,Saturday,['WRONG PARKING'],0.7,0.3478057309979318,0.3515,1.4086,0.120545,16.14,MEDIUM,90.60404906606074
139,164,MS Ramaiah Road,secondary,13.034280275346696,77.55754187428796,123,120,0.2113821138211382,22,Tuesday,['WRONG PARKING'],0.7,0.38064223084395027,0.3719,1.2114,0.120041,16.07,MEDIUM,91.87723767917404
636,165,10th C Main Road,primary,12.945797522222222,77.58715736666666,9,7,0.8888888888888888,20,Monday,['NO PARKING'],0.85,0.0821718892637361,0.9075,1.8889,0.119729,16.03,MEDIUM,10.0
271,166,Professor K Venkatachalam Circle,secondary,12.987011809317917,77.61940156594818,41,40,0.1951219512195122,6,Saturday,['NO PARKING'],0.7,0.252299691848049,0.5665,1.1951,0.119569,16.01,MEDIUM,30.039420185531405
427,167,Outer Ring Road,trunk,12.975175612348623,77.69758403487134,15,15,0.0666666666666666,0,Sunday,['WRONG PARKING'],0.95,0.1378903387635023,0.852,1.0667,0.119053,15.94,MEDIUM,14.157098698677078
288,168,Nettakallappa Circle,secondary,12.94019131509434,77.57303723584906,53,45,0.0377358490566037,23,Tuesday,['NO PARKING'],0.7,0.2820927602615932,0.5804,1.0377,0.118929,15.92,MEDIUM,33.356250658074174
449,169,Kengeri Main Road,primary,12.974091632432431,77.50911153783784,37,37,0.2702702702702703,22,Saturday,['NO PARKING'],0.85,0.24043490020735808,0.4485,1.2703,0.116435,15.59,MEDIUM,46.364609973078544
683,170,19th Main Road,primary,12.90944265892857,77.64454100714285,56,56,0.0714285714285714,4,Sunday,['NO PARKING'],0.85,0.2885023740400551,0.4373,1.0714,0.114895,15.38,MEDIUM,60.26121882283071
358,171,9th A Main Road,primary,12.969061024193548,77.54561328709677,62,59,0.0,22,Thursday,['NO PARKING'],0.85,0.3003671656807459,0.4439,1.0,0.113333,15.17,MEDIUM,61.330629317244906
661,172,Bellary Road,primary,13.120020711428571,77.61004152857143,35,34,0.2285714285714285,22,Friday,['WRONG PARKING'],0.85,0.23402528642889625,0.4608,1.2286,0.112617,15.08,MEDIUM,42.74738630870191
450,173,RT Nagar Main Road,primary,13.018046071641791,77.59199113283582,67,63,0.2835820895522388,23,Wednesday,['WRONG PARKING'],0.79,0.30942110419688906,0.357,1.2836,0.112015,15.0,MEDIUM,101.44497456832012
431,174,East End A Main Road,primary,12.916986006060606,77.59686494545456,33,33,0.0909090909090909,3,Saturday,['NO PARKING'],0.85,0.227249214933153,0.5235,1.0909,0.110312,14.77,LOW,33.67009745863326
606,175,Rustam Bagh Main Road,primary,12.9587133,77.64951373333334,15,14,0.0,2,Sunday,['NO PARKING'],0.85,0.1378903387635023,0.94,1.0,0.110174,14.75,LOW,10.0
477,176,Mysore Road,primary,12.947701797727271,77.53405191818182,44,42,0.2727272727272727,4,Thursday,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.85,0.26047872619286605,0.3897,1.2727,0.109811,14.7,LOW,74.68795553812312
313,177,Sri Vinayaka Temple Main Road,primary,13.012959445000002,77.62655412500001,20,16,0.6,21,Friday,['NO PARKING'],0.85,0.17012780258431293,0.4735,1.6,0.109555,14.67,LOW,30.734839130296653
87,178,Sarjapura Main Road,primary,12.917395824185492,77.67235792808219,73,71,0.1095890410958904,5,Sunday,['NO PARKING'],0.85,0.3194452960573532,0.3619,1.1096,0.109036,14.6,LOW,145.0543901869411
496,179,Hebbal Flyover,primary,13.039568771428572,77.58971244285715,28,28,0.1428571428571428,4,Friday,['NO PARKING'],0.7,0.20839225808551523,0.6537,1.1429,0.108985,14.59,LOW,21.73570939573669
58,180,3rd Cross Road,secondary,12.971690246551724,77.50762166724138,58,57,0.1724137931034483,3,Friday,['NO PARKING'],0.76,0.2925906749388059,0.4173,1.1724,0.108792,14.56,LOW,56.8002711587404
14,180,MBT Road,residential,13.00571913557498,77.68583349684478,592,574,0.3800675675675675,5,Tuesday,['WRONG PARKING'],0.35,0.5661610465578988,0.3976,1.3801,0.108734,14.56,LOW,120.37783462024242
228,182,Bannerghatta Main Road,primary,12.894432237878789,77.59902728333334,66,63,0.0606060606060606,1,Thursday,['NO PARKING'],0.85,0.3076647909308004,0.3916,1.0606,0.108615,14.54,LOW,89.82772432832226
806,183,1st Main Road,primary,12.999597434615383,77.59687037115386,52,30,0.0,22,Wednesday,['WRONG PARKING'],0.85,0.279876827012414,0.4561,1.0,0.108504,14.53,LOW,53.14215767006152
621,184,Amrutha College Road,secondary,12.875879744444443,77.67136647222223,18,18,0.1111111111111111,5,Tuesday,['WRONG PARKING'],0.7,0.15826301094362202,0.88,1.1111,0.108321,14.5,LOW,13.216207836296704
45,185,Neeladri Road,residential,12.841981707889548,77.64565966331362,507,484,0.5207100591715976,7,Sunday,['WRONG PARKING'],0.39,0.5478199844166406,0.3316,1.5207,0.107736,14.42,LOW,134.91958960463222
464,186,46th Cross Road,secondary,12.91730376626506,77.57822017108434,83,77,0.2048192771084337,0,Wednesday,['NO PARKING'],0.7,0.334471581111785,0.3812,1.2048,0.107529,14.4,LOW,71.9392979794999
351,187,Hosur Road,primary,12.88743401025641,77.64070113589744,39,34,0.6666666666666666,21,Sunday,['WRONG PARKING'],0.75,0.24651566779120823,0.3459,1.6667,0.106589,14.27,LOW,73.19391976681031
349,187,80 Feet Ring Road,trunk,12.97735623939394,77.55296849999999,33,33,0.2424242424242424,7,Sunday,['WRONG PARKING'],0.95,0.227249214933153,0.3973,1.2424,0.106563,14.27,LOW,109.66398196718336
734,189,5th Main Road,primary,12.92219275,77.5807073425,40,39,0.075,23,Saturday,['NO PARKING'],0.85,0.2494429517567424,0.4647,1.075,0.105918,14.18,LOW,44.97529706052295
98,190,Anna Basavanna Road,residential,12.996477036170212,77.58446336170212,141,124,0.0283687943262411,2,Wednesday,['NO PARKING'],0.35,0.3967110102762127,0.74,1.0284,0.105666,14.15,LOW,34.90348503489359
909,191,1st Main Road,primary,12.930944599999998,77.60823521818182,11,10,0.2727272727272727,5,Saturday,['WRONG PARKING'],0.85,0.10378592333246321,0.94,1.2727,0.105539,14.13,LOW,10.0
11,192,Mumbai Bengaluru Highway,secondary,13.04544038,77.507033969,100,97,0.15,0,Tuesday,['WRONG PARKING'],0.73,0.35632059836377444,0.3516,1.15,0.105175,14.08,LOW,102.84953150075076
108,193,Whitefield Road,primary,12.998921777419357,77.68806245806451,31,27,0.4838709677419355,21,Thursday,['NO PARKING'],0.85,0.22006222802723838,0.3783,1.4839,0.105004,14.06,LOW,71.46044283088018
451,194,Anepalya Main Road,primary,12.951559922222224,77.60759221666666,36,29,0.0,4,Tuesday,['NO PARKING'],0.85,0.23727340679361728,0.5192,1.0,0.104713,14.02,LOW,35.59315539108731
900,195,Bannerghatta Main Road,primary,12.907030578571428,77.60106365714286,14,14,0.0,5,Sunday,['NO PARKING'],0.85,0.13023936309643305,0.94,1.0,0.104061,13.93,LOW,11.05632256751683
711,196,Singasandra,primary,12.87986626875,77.6452466375,16,16,0.5,21,Wednesday,['WRONG PARKING'],0.73,0.14507732566941692,0.6546,1.5,0.10399,13.92,LOW,16.682086854856593
500,197,Hosur Road,primary,12.854957409375,77.66496879375,32,32,0.3125,3,Tuesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.79,0.2237101766871223,0.4481,1.3125,0.103941,13.91,LOW,39.09453054211286
51,198,T Mariyappa Road,residential,12.937259951442307,77.5849888985577,208,205,0.2836538461538461,6,Sunday,['NO PARKING'],0.35,0.44253104282575323,0.5224,1.2837,0.103867,13.9,LOW,58.57073473675627
146,199,Bhadrappa Flyover,residential,13.047501208108107,77.5761007527027,148,125,0.3851351351351351,5,Wednesday,['WRONG PARKING'],0.35,0.4024154979482241,0.5307,1.3851,0.103532,13.86,LOW,48.87879803515813
60,200,Dr Rajkumar Puniya Bhoomi Road,residential,13.017411671493212,77.53142927828054,221,171,0.2760180995475113,22,Wednesday,['WRONG PARKING'],0.55,0.4496846591537863,0.3276,1.276,0.103387,13.84,LOW,113.79566957771968
403,201,20th Main Road,primary,12.94225579230769,77.62243938205128,39,39,0.1282051282051282,23,Sunday,['NO PARKING'],0.79,0.24651566779120823,0.4697,1.1282,0.1032,13.82,LOW,40.00004089837424
445,202,Varthur Main Road,primary,12.94218491,77.7472084375,40,40,0.1,5,Tuesday,['WRONG PARKING'],0.85,0.2494429517567424,0.4406,1.1,0.102761,13.76,LOW,50.088346182747
601,203,Hosur Road,primary,12.81985423076923,77.68771993076923,26,26,0.5769230769230769,21,Thursday,"['PARKING ON FOOTPATH', 'WRONG PARKING']",0.85,0.19992087099785716,0.3818,1.5769,0.10231,13.7,LOW,62.673545267635646
545,204,Thanisandra Main Road,secondary,13.071821794339622,77.63373158113207,53,52,0.2452830188679245,2,Thursday,['NO PARKING'],0.76,0.2820927602615932,0.3827,1.2453,0.102173,13.68,LOW,65.15360916316396
484,205,11th Cross Road,secondary,13.02765255576923,77.58597748461538,52,51,0.1923076923076923,1,Saturday,['WRONG PARKING'],0.7,0.279876827012414,0.4373,1.1923,0.102148,13.67,LOW,45.66792132438725
56,206,3rd Cross Road,primary,12.9289698,77.60937519375,16,16,0.5,5,Saturday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.82,0.14507732566941692,0.5715,1.5,0.101981,13.65,LOW,20.355289828916742
442,207,Bagaluru Main Road,primary,13.1216569325,77.6227535475,40,40,0.35,22,Saturday,['WRONG PARKING'],0.85,0.2494429517567424,0.3551,1.35,0.101642,13.61,LOW,129.1257302758153
350,208,1st Cross Road,secondary,12.972476211627908,77.62604061511628,86,77,0.0581395348837209,22,Sunday,['NO PARKING'],0.7,0.33863162118194823,0.4038,1.0581,0.101279,13.56,LOW,66.18488684301623
400,209,1st C Main Road,primary,13.020083603448276,77.53203141034483,29,28,0.0689655172413793,4,Wednesday,['NO PARKING'],0.85,0.21241125236016914,0.5217,1.069,0.100692,13.48,LOW,31.72443802791344
304,210,Sajjan Rao Circle,secondary,12.951843036201378,77.57692349967742,31,31,0.6451612903225806,8,Sunday,['WRONG PARKING'],0.7,0.22006222802723838,0.3971,1.6452,0.100638,13.47,LOW,40.8691694665034
248,211,Old Airport Road,primary,12.9593496158919,77.6563099789697,48,48,0.0833333333333333,23,Monday,['NO PARKING'],0.85,0.2705740972672017,0.3981,1.0833,0.099185,13.28,LOW,72.1839893538268
370,212,Drive Thru Road,secondary,13.175514922222224,77.63548588333333,18,18,0.1111111111111111,5,Monday,['NO PARKING'],0.7,0.15826301094362202,0.804,1.1111,0.098966,13.25,LOW,14.717826793711192
28,213,Whitefield Main Road,primary,13.009032121428572,77.75883044285715,28,28,0.0714285714285714,0,Wednesday,['NO PARKING'],0.85,0.20839225808551523,0.5196,1.0714,0.09861,13.2,LOW,31.356292297703405
702,214,Jalahalli Main Road,primary,13.0457025,77.5488656,13,13,0.0,5,Monday,"['WRONG PARKING', 'NO PARKING', 'PARKING ON FOOTPATH']",0.85,0.12206032875161596,0.94,1.0,0.097526,13.06,LOW,10.0
632,214,Thanisandra Main Road,primary,13.08694696923077,77.63520072307692,13,13,0.0,22,Tuesday,['NO PARKING'],0.85,0.12206032875161596,0.94,1.0,0.097526,13.06,LOW,10.0
799,216,3rd A Cross Road,secondary,12.93812131111111,77.62134601111111,18,18,0.0,22,Monday,['WRONG PARKING'],0.7,0.15826301094362202,0.88,1.0,0.09749,13.05,LOW,12.184713765202858
447,217,Nallurahalli Road,tertiary,12.963683014680088,77.7330920792896,28,28,0.0357142857142857,3,Saturday,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.55,0.20839225808551523,0.82,1.0357,0.09734,13.03,LOW,15.236607271653211
222,218,Hesarghatta Road,secondary,13.057388663414637,77.54697834024391,82,73,0.2439024390243902,4,Wednesday,['NO PARKING'],0.7,0.3330518159131485,0.3355,1.2439,0.097294,13.02,LOW,96.5432774256344
578,219,Bazar Street,primary,12.95800520882353,77.56738653235294,34,34,0.088235294117647,5,Thursday,"['NO PARKING', 'WRONG PARKING']",0.79,0.23068565777932185,0.4898,1.0882,0.097135,13.0,LOW,35.124646715727295
272,220,Sri Sri Sri Tiruchi Mahaswamiji Road,tertiary,12.935893991743118,77.51802037155963,109,107,0.1009174311926605,5,Thursday,['WRONG PARKING'],0.55,0.3664399211458673,0.4364,1.1009,0.096827,12.96,LOW,56.357291738367024
55,221,Global City Tech Park Road,tertiary,12.917065086046511,77.50018434883721,43,38,0.0,5,Thursday,['NO PARKING'],0.55,0.2578145921181614,0.6817,1.0,0.096664,12.94,LOW,24.235108290672887
256,222,Bellary Road,primary,13.058280745454544,77.59315310606061,33,29,0.1212121212121212,5,Friday,['NO PARKING'],0.85,0.227249214933153,0.4444,1.1212,0.096245,12.88,LOW,44.64538463990118
458,223,JC Nagar Main Road,primary,13.010814061111112,77.59514029444443,18,18,0.0,5,Wednesday,['NO PARKING'],0.85,0.15826301094362202,0.7128,1.0,0.095888,12.84,LOW,17.44805840021581
42,224,Dairy Circle Flyover Underpass,secondary,12.936801277142855,77.6017533957143,70,70,0.0285714285714285,1,Saturday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.7,0.3145391210124766,0.4206,1.0286,0.095255,12.75,LOW,56.03172886245255
105,224,7th Cross Road,primary,12.912303236666666,77.58589866333334,60,57,0.05,5,Wednesday,['NO PARKING'],0.79,0.2965426734630804,0.3871,1.05,0.09522,12.75,LOW,72.94308164157661
242,226,1st Main Road,primary,13.016243729411764,77.54984016470587,17,17,0.5882352941176471,21,Saturday,['WRONG PARKING'],0.85,0.15185339716516016,0.4634,1.5882,0.094996,12.72,LOW,29.47850505058008
155,227,Sarjapura Main Road,primary,12.910061956603776,77.6864268264151,53,53,0.0754716981132075,5,Monday,['NO PARKING'],0.85,0.2820927602615932,0.3677,1.0755,0.094823,12.69,LOW,109.91260399982136
768,227,6th Main Road,primary,13.032001558333334,77.5638426625,24,22,0.5416666666666666,21,Saturday,['WRONG PARKING'],0.85,0.190797218291442,0.3792,1.5417,0.094811,12.69,LOW,62.17313166506468
473,227,Bagaluru Main Road,primary,13.1211805,77.6172795,35,33,0.2857142857142857,22,Saturday,['WRONG PARKING'],0.85,0.23402528642889625,0.3706,1.2857,0.094782,12.69,LOW,84.95930078720636
531,230,Magadi Main Road,primary,12.986882509090911,77.52044272727272,22,21,0.3636363636363636,22,Sunday,['NO PARKING'],0.85,0.18091241383932422,0.4489,1.3636,0.094129,12.6,LOW,35.691012315785024
424,231,2nd Main Road,primary,12.88384715,77.640580375,8,8,0.875,7,Monday,['WRONG PARKING'],0.85,0.06968150790142413,0.8445,1.875,0.093786,12.56,LOW,10.0
718,231,Thavarekere Main Road,primary,12.922257858333332,77.610423525,12,12,0.25,3,Tuesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.82,0.11327490445477856,0.8081,1.25,0.093826,12.56,LOW,12.554195540660206
461,233,8th Main Road,primary,12.9383264,77.59260294333333,30,28,0.0666666666666666,3,Wednesday,['NO PARKING'],0.85,0.21629845231647815,0.4775,1.0667,0.093646,12.54,LOW,37.09504033125037
204,234,24th Main Road,primary,12.915276494736842,77.58582229824562,57,55,0.1052631578947368,5,Wednesday,['WRONG PARKING'],0.82,0.29056414734925123,0.3533,1.1053,0.093042,12.46,LOW,119.23542470524072
619,235,Mysore Road,primary,12.925075116666669,77.49884434166667,12,12,0.1666666666666666,2,Friday,"['PARKING IN A MAIN ROAD', 'DOUBLE PARKING', 'WRONG PARKING', 'NO PARKING']",0.85,0.11327490445477856,0.8185,1.1667,0.091946,12.31,LOW,12.575658539917162
625,236,Konanakunte Main Road,primary,12.862474322222225,77.53014677407408,27,24,0.2592592592592592,6,Tuesday,['NO PARKING'],0.85,0.204232218015352,0.4194,1.2593,0.091686,12.27,LOW,46.3056158281882
215,237,Nagappa Road,secondary,12.988373736486489,77.5766884027027,74,71,0.1621621621621621,2,Monday,['WRONG PARKING'],0.7,0.321036581387875,0.3473,1.1622,0.090706,12.14,LOW,83.29156372797695
613,238,Kondajji Basappa Road,secondary,12.955347284444445,77.57988700444444,45,43,0.1333333333333333,4,Tuesday,['NO PARKING'],0.7,0.26308430310306025,0.4332,1.1333,0.090412,12.1,LOW,43.04304390112532
62,239,KH Road,secondary,12.952052387755105,77.59069921020408,49,48,0.2653061224489796,2,Friday,['NO PARKING'],0.73,0.2729691075551781,0.3581,1.2653,0.090289,12.09,LOW,68.40418588847272
90,240,5th Main Road,primary,12.997196425,77.58342141666667,36,33,0.0277777777777777,5,Saturday,"['DOUBLE PARKING', 'WRONG PARKING']",0.85,0.23727340679361728,0.4349,1.0278,0.09015,12.07,LOW,48.917526738694384
418,241,21st Main Road,primary,12.910863078260869,77.58757312173913,23,22,0.1304347826086956,2,Wednesday,['NO PARKING'],0.85,0.18595781259619928,0.504,1.1304,0.090053,12.06,LOW,29.738056705465176
328,242,4th Cross Road,secondary,13.12210074375,77.610847371875,32,32,0.5625,21,Friday,['WRONG PARKING'],0.73,0.2237101766871223,0.3512,1.5625,0.089616,12.0,LOW,58.3837219693877
36,243,P&T Road,residential,12.993311715996958,77.55352118157741,549,396,0.5282331511839709,21,Wednesday,['WRONG PARKING'],0.35,0.5572371394373092,0.2992,1.5282,0.089176,11.94,LOW,147.45230485253927
156,244,Queens Road,residential,12.98917235725,77.5990353645,400,352,0.1775,22,Thursday,['WRONG PARKING'],0.35,0.5197807779399731,0.4137,1.1775,0.088621,11.86,LOW,96.0097618502516
97,245,Mumbai Bengaluru Highway,tertiary,13.027443181547618,77.54286375535715,168,147,0.2142857142857142,5,Saturday,['NO PARKING'],0.55,0.4173470272009991,0.3176,1.2143,0.088525,11.85,LOW,104.19075834918912
232,246,Mysore Road,primary,12.95573381724138,77.54604666896552,29,28,0.2068965517241379,23,Tuesday,['NO PARKING'],0.85,0.21241125236016914,0.4028,1.2069,0.087772,11.75,LOW,53.975717527658
137,247,Hosur Road,primary,12.931793105,77.613808235,20,20,0.15,5,Friday,['NO PARKING'],0.85,0.17012780258431293,0.5274,1.15,0.087707,11.74,LOW,25.944558264724726
371,248,Binny Mill Main Road,primary,12.974190035294118,77.56624957058823,17,17,0.2941176470588235,23,Tuesday,['NO PARKING'],0.85,0.15185339716516016,0.5181,1.2941,0.086542,11.59,LOW,24.536299773523183
532,249,D Souza Marg,tertiary,12.967100142857143,77.59961473809524,21,21,0.0,0,Friday,['NO PARKING'],0.61,0.17564270285442532,0.8006,1.0,0.085778,11.48,LOW,15.42524991944278
277,250,6th Cross Road,secondary,12.947145211320754,77.59079088301887,53,41,0.3584905660377358,21,Tuesday,['NO PARKING'],0.56,0.2820927602615932,0.3974,1.3585,0.085284,11.42,LOW,43.90549279484074
337,251,Old Madras Road,primary,12.98127176970062,77.63059087652174,23,21,0.391304347826087,20,Monday,"['NO PARKING', 'PARKING ON FOOTPATH']",0.85,0.18595781259619928,0.3855,1.3913,0.084777,11.35,LOW,56.41928443313645
684,252,Albert Victor Road,secondary,12.960338548,77.562626388,25,24,0.72,20,Saturday,"['PARKING IN A MAIN ROAD', 'NO PARKING']",0.7,0.19544679371851464,0.3585,1.72,0.084361,11.29,LOW,44.80657287588921
208,253,G Narayana Kumar Road,tertiary,12.977807592825297,77.54414186379813,359,306,0.1671309192200557,5,Sunday,['NO PARKING'],0.51,0.5069943939840743,0.2764,1.1671,0.08341,11.17,LOW,176.8323150754742
